#------------------------------------------------------------------------
# Program: Diag Quadratic
#          (c) Amal Medhi <amedhi@iisertvm.ac.in>
#------------------------------------------------------------------------
# job_79244_diag.x_20260313113946_amedhi@isha-2.local
# Lattice: HONEYCOMB2 (Size = 50x50x1, Sites/unitcell = 2, Boundary = 1-1-0)
# No of sites = 5000
# Model: MKM
# lambda = 0.060000
# eta = 0.100000
# lambda_R = 0.000000
# t = 1.000000
# Results: BandStruct
#------------------------------------------------------------------------
# bands: {spin=UP, n=[0:3], cols=[5:8]}
#------------------------------------------------------------------------
# k     kx            ky            kz            ek_0_0        ek_1_0        ek_2_0        ek_3_0        
#------------------------------------------------------------------------
   473 -1.451039E-01 -1.256637E+00  0.000000E+00 -9.582647E-01 -9.582647E-01  9.582647E-01  9.582647E-01
   474 -7.255197E-02 -1.298525E+00  0.000000E+00 -9.451491E-01 -9.451491E-01  9.451491E-01  9.451491E-01
   475  0.000000E+00 -1.340413E+00  0.000000E+00 -9.325708E-01 -9.325708E-01  9.325708E-01  9.325708E-01
   476  7.255197E-02 -1.382301E+00  0.000000E+00 -9.208791E-01 -9.208791E-01  9.208791E-01  9.208791E-01
   477  1.451039E-01 -1.424189E+00  0.000000E+00 -9.104084E-01 -9.104084E-01  9.104084E-01  9.104084E-01
   478  2.176559E-01 -1.466077E+00  0.000000E+00 -9.014608E-01 -9.014608E-01  9.014608E-01  9.014608E-01
   479  2.902079E-01 -1.507964E+00  0.000000E+00 -8.942903E-01 -8.942903E-01  8.942903E-01  8.942903E-01
   480  3.627599E-01 -1.549852E+00  0.000000E+00 -8.890881E-01 -8.890881E-01  8.890881E-01  8.890881E-01
   481  4.353118E-01 -1.591740E+00  0.000000E+00 -8.859713E-01 -8.859713E-01  8.859713E-01  8.859713E-01
   482  5.078638E-01 -1.633628E+00  0.000000E+00 -8.849773E-01 -8.849773E-01  8.849773E-01  8.849773E-01
   483  5.804158E-01 -1.675516E+00  0.000000E+00 -8.860630E-01 -8.860630E-01  8.860630E-01  8.860630E-01
   484  6.529678E-01 -1.717404E+00  0.000000E+00 -8.891105E-01 -8.891105E-01  8.891105E-01  8.891105E-01
   485  7.255197E-01 -1.759292E+00  0.000000E+00 -8.939378E-01 -8.939378E-01  8.939378E-01  8.939378E-01
   486  7.980717E-01 -1.801180E+00  0.000000E+00 -9.003127E-01 -9.003127E-01  9.003127E-01  9.003127E-01
   487  8.706237E-01 -1.843068E+00  0.000000E+00 -9.079705E-01 -9.079705E-01  9.079705E-01  9.079705E-01
   488  9.431757E-01 -1.884956E+00  0.000000E+00 -9.166300E-01 -9.166300E-01  9.166300E-01  9.166300E-01
   489  1.015728E+00 -1.926843E+00  0.000000E+00 -9.260102E-01 -9.260102E-01  9.260102E-01  9.260102E-01
   490  1.088280E+00 -1.968731E+00  0.000000E+00 -9.358443E-01 -9.358443E-01  9.358443E-01  9.358443E-01
   491  1.160832E+00 -2.010619E+00  0.000000E+00 -9.458902E-01 -9.458902E-01  9.458902E-01  9.458902E-01
   492  1.233384E+00 -2.052507E+00  0.000000E+00 -9.559387E-01 -9.559387E-01  9.559387E-01  9.559387E-01
   493 -2.321663E+00  0.000000E+00  0.000000E+00 -9.658180E-01 -9.658180E-01  9.658180E-01  9.658180E-01
   494 -2.249111E+00 -4.188790E-02  0.000000E+00 -9.753953E-01 -9.753953E-01  9.753953E-01  9.753953E-01
   495 -2.176559E+00 -8.377580E-02  0.000000E+00 -9.845757E-01 -9.845757E-01  9.845757E-01  9.845757E-01
   496 -2.104007E+00 -1.256637E-01  0.000000E+00 -9.932992E-01 -9.932992E-01  9.932992E-01  9.932992E-01
   497 -2.031455E+00 -1.675516E-01  0.000000E+00 -1.001535E+00 -1.001535E+00  1.001535E+00  1.001535E+00
   498 -1.958903E+00 -2.094395E-01  0.000000E+00 -1.009275E+00 -1.009275E+00  1.009275E+00  1.009275E+00
   499 -1.886351E+00 -2.513274E-01  0.000000E+00 -1.016528E+00 -1.016528E+00  1.016528E+00  1.016528E+00
   500 -1.813799E+00 -2.094395E-01  0.000000E+00 -1.025719E+00 -1.025719E+00  1.025719E+00  1.025719E+00
   501 -1.741247E+00 -2.513274E-01  0.000000E+00 -1.032780E+00 -1.032780E+00  1.032780E+00  1.032780E+00
   502 -1.668695E+00 -2.932153E-01  0.000000E+00 -1.039442E+00 -1.039442E+00  1.039442E+00  1.039442E+00
   503 -1.596143E+00 -3.351032E-01  0.000000E+00 -1.045688E+00 -1.045688E+00  1.045688E+00  1.045688E+00
   504 -1.523591E+00 -3.769911E-01  0.000000E+00 -1.051492E+00 -1.051492E+00  1.051492E+00  1.051492E+00
   505 -1.451039E+00 -4.188790E-01  0.000000E+00 -1.056809E+00 -1.056809E+00  1.056809E+00  1.056809E+00
   506 -1.378488E+00 -4.607669E-01  0.000000E+00 -1.061575E+00 -1.061575E+00  1.061575E+00  1.061575E+00
   507 -1.305936E+00 -5.026548E-01  0.000000E+00 -1.065710E+00 -1.065710E+00  1.065710E+00  1.065710E+00
   508 -1.233384E+00 -5.445427E-01  0.000000E+00 -1.069119E+00 -1.069119E+00  1.069119E+00  1.069119E+00
   509 -1.160832E+00 -5.864306E-01  0.000000E+00 -1.071694E+00 -1.071694E+00  1.071694E+00  1.071694E+00
   510 -1.088280E+00 -6.283185E-01  0.000000E+00 -1.073320E+00 -1.073320E+00  1.073320E+00  1.073320E+00
   511 -1.015728E+00 -6.702064E-01  0.000000E+00 -1.073883E+00 -1.073883E+00  1.073883E+00  1.073883E+00
   512 -9.431757E-01 -7.120943E-01  0.000000E+00 -1.073274E+00 -1.073274E+00  1.073274E+00  1.073274E+00
   513 -8.706237E-01 -7.539822E-01  0.000000E+00 -1.071396E+00 -1.071396E+00  1.071396E+00  1.071396E+00
   514 -7.980717E-01 -7.958701E-01  0.000000E+00 -1.068174E+00 -1.068174E+00  1.068174E+00  1.068174E+00
   515 -7.255197E-01 -8.377580E-01  0.000000E+00 -1.063558E+00 -1.063558E+00  1.063558E+00  1.063558E+00
   516 -6.529678E-01 -8.796459E-01  0.000000E+00 -1.057532E+00 -1.057532E+00  1.057532E+00  1.057532E+00
   517 -5.804158E-01 -9.215338E-01  0.000000E+00 -1.050116E+00 -1.050116E+00  1.050116E+00  1.050116E+00
   518 -5.078638E-01 -9.634217E-01  0.000000E+00 -1.041372E+00 -1.041372E+00  1.041372E+00  1.041372E+00
   519 -4.353118E-01 -1.005310E+00  0.000000E+00 -1.031406E+00 -1.031406E+00  1.031406E+00  1.031406E+00
   520 -3.627599E-01 -1.047198E+00  0.000000E+00 -1.020370E+00 -1.020370E+00  1.020370E+00  1.020370E+00
   521 -2.902079E-01 -1.089085E+00  0.000000E+00 -1.008458E+00 -1.008458E+00  1.008458E+00  1.008458E+00
   522 -2.176559E-01 -1.130973E+00  0.000000E+00 -9.959073E-01 -9.959073E-01  9.959073E-01  9.959073E-01
   523 -1.451039E-01 -1.172861E+00  0.000000E+00 -9.829898E-01 -9.829898E-01  9.829898E-01  9.829898E-01
   524 -7.255197E-02 -1.214749E+00  0.000000E+00 -9.700080E-01 -9.700080E-01  9.700080E-01  9.700080E-01
   525  0.000000E+00 -1.256637E+00  0.000000E+00 -9.572843E-01 -9.572843E-01  9.572843E-01  9.572843E-01
   526  7.255197E-02 -1.298525E+00  0.000000E+00 -9.451491E-01 -9.451491E-01  9.451491E-01  9.451491E-01
   527  1.451039E-01 -1.340413E+00  0.000000E+00 -9.339282E-01 -9.339282E-01  9.339282E-01  9.339282E-01
   528  2.176559E-01 -1.382301E+00  0.000000E+00 -9.239276E-01 -9.239276E-01  9.239276E-01  9.239276E-01
   529  2.902079E-01 -1.424189E+00  0.000000E+00 -9.154188E-01 -9.154188E-01  9.154188E-01  9.154188E-01
   530  3.627599E-01 -1.466077E+00  0.000000E+00 -9.086245E-01 -9.086245E-01  9.086245E-01  9.086245E-01
   531  4.353118E-01 -1.507964E+00  0.000000E+00 -9.037070E-01 -9.037070E-01  9.037070E-01  9.037070E-01
   532  5.078638E-01 -1.549852E+00  0.000000E+00 -9.007596E-01 -9.007596E-01  9.007596E-01  9.007596E-01
   533  5.804158E-01 -1.591740E+00  0.000000E+00 -8.998028E-01 -8.998028E-01  8.998028E-01  8.998028E-01
   534  6.529678E-01 -1.633628E+00  0.000000E+00 -9.007855E-01 -9.007855E-01  9.007855E-01  9.007855E-01
   535  7.255197E-01 -1.675516E+00  0.000000E+00 -9.035910E-01 -9.035910E-01  9.035910E-01  9.035910E-01
   536  7.980717E-01 -1.717404E+00  0.000000E+00 -9.080477E-01 -9.080477E-01  9.080477E-01  9.080477E-01
   537  8.706237E-01 -1.759292E+00  0.000000E+00 -9.139424E-01 -9.139424E-01  9.139424E-01  9.139424E-01
   538  9.431757E-01 -1.801180E+00  0.000000E+00 -9.210351E-01 -9.210351E-01  9.210351E-01  9.210351E-01
   539  1.015728E+00 -1.843068E+00  0.000000E+00 -9.290740E-01 -9.290740E-01  9.290740E-01  9.290740E-01
   540  1.088280E+00 -1.884956E+00  0.000000E+00 -9.378097E-01 -9.378097E-01  9.378097E-01  9.378097E-01
   541  1.160832E+00 -1.926843E+00  0.000000E+00 -9.470068E-01 -9.470068E-01  9.470068E-01  9.470068E-01
   542  1.233384E+00 -1.968731E+00  0.000000E+00 -9.564530E-01 -9.564530E-01  9.564530E-01  9.564530E-01
   543 -2.321663E+00  8.377580E-02  0.000000E+00 -9.659658E-01 -9.659658E-01  9.659658E-01  9.659658E-01
   544 -2.249111E+00  4.188790E-02  0.000000E+00 -9.753953E-01 -9.753953E-01  9.753953E-01  9.753953E-01
   545 -2.176559E+00  0.000000E+00  0.000000E+00 -9.846253E-01 -9.846253E-01  9.846253E-01  9.846253E-01
   546 -2.104007E+00 -4.188790E-02  0.000000E+00 -9.935719E-01 -9.935719E-01  9.935719E-01  9.935719E-01
   547 -2.031455E+00 -8.377580E-02  0.000000E+00 -1.002179E+00 -1.002179E+00  1.002179E+00  1.002179E+00
   548 -1.958903E+00 -1.256637E-01  0.000000E+00 -1.010415E+00 -1.010415E+00  1.010415E+00  1.010415E+00
   549 -1.886351E+00 -1.675516E-01  0.000000E+00 -1.018263E+00 -1.018263E+00  1.018263E+00  1.018263E+00
   550 -1.813799E+00 -1.256637E-01  0.000000E+00 -1.027413E+00 -1.027413E+00  1.027413E+00  1.027413E+00
   551 -1.741247E+00 -1.675516E-01  0.000000E+00 -1.035160E+00 -1.035160E+00  1.035160E+00  1.035160E+00
   552 -1.668695E+00 -2.094395E-01  0.000000E+00 -1.042576E+00 -1.042576E+00  1.042576E+00  1.042576E+00
   553 -1.596143E+00 -2.513274E-01  0.000000E+00 -1.049631E+00 -1.049631E+00  1.049631E+00  1.049631E+00
   554 -1.523591E+00 -2.932153E-01  0.000000E+00 -1.056289E+00 -1.056289E+00  1.056289E+00  1.056289E+00
   555 -1.451039E+00 -3.351032E-01  0.000000E+00 -1.062499E+00 -1.062499E+00  1.062499E+00  1.062499E+00
   556 -1.378488E+00 -3.769911E-01  0.000000E+00 -1.068195E+00 -1.068195E+00  1.068195E+00  1.068195E+00
   557 -1.305936E+00 -4.188790E-01  0.000000E+00 -1.073295E+00 -1.073295E+00  1.073295E+00  1.073295E+00
   558 -1.233384E+00 -4.607669E-01  0.000000E+00 -1.077706E+00 -1.077706E+00  1.077706E+00  1.077706E+00
   559 -1.160832E+00 -5.026548E-01  0.000000E+00 -1.081322E+00 -1.081322E+00  1.081322E+00  1.081322E+00
   560 -1.088280E+00 -5.445427E-01  0.000000E+00 -1.084029E+00 -1.084029E+00  1.084029E+00  1.084029E+00
   561 -1.015728E+00 -5.864306E-01  0.000000E+00 -1.085715E+00 -1.085715E+00  1.085715E+00  1.085715E+00
   562 -9.431757E-01 -6.283185E-01  0.000000E+00 -1.086268E+00 -1.086268E+00  1.086268E+00  1.086268E+00
   563 -8.706237E-01 -6.702064E-01  0.000000E+00 -1.085589E+00 -1.085589E+00  1.085589E+00  1.085589E+00
   564 -7.980717E-01 -7.120943E-01  0.000000E+00 -1.083595E+00 -1.083595E+00  1.083595E+00  1.083595E+00
   565 -7.255197E-01 -7.539822E-01  0.000000E+00 -1.080226E+00 -1.080226E+00  1.080226E+00  1.080226E+00
   566 -6.529678E-01 -7.958701E-01  0.000000E+00 -1.075450E+00 -1.075450E+00  1.075450E+00  1.075450E+00
   567 -5.804158E-01 -8.377580E-01  0.000000E+00 -1.069269E+00 -1.069269E+00  1.069269E+00  1.069269E+00
   568 -5.078638E-01 -8.796459E-01  0.000000E+00 -1.061722E+00 -1.061722E+00  1.061722E+00  1.061722E+00
   569 -4.353118E-01 -9.215338E-01  0.000000E+00 -1.052887E+00 -1.052887E+00  1.052887E+00  1.052887E+00
   570 -3.627599E-01 -9.634217E-01  0.000000E+00 -1.042885E+00 -1.042885E+00  1.042885E+00  1.042885E+00
   571 -2.902079E-01 -1.005310E+00  0.000000E+00 -1.031880E+00 -1.031880E+00  1.031880E+00  1.031880E+00
   572 -2.176559E-01 -1.047198E+00  0.000000E+00 -1.020072E+00 -1.020072E+00  1.020072E+00  1.020072E+00
   573 -1.451039E-01 -1.089085E+00  0.000000E+00 -1.007701E+00 -1.007701E+00  1.007701E+00  1.007701E+00
   574 -7.255197E-02 -1.130973E+00  0.000000E+00 -9.950349E-01 -9.950349E-01  9.950349E-01  9.950349E-01
   575  0.000000E+00 -1.172861E+00  0.000000E+00 -9.823683E-01 -9.823683E-01  9.823683E-01  9.823683E-01
   576  7.255197E-02 -1.214749E+00  0.000000E+00 -9.700080E-01 -9.700080E-01  9.700080E-01  9.700080E-01
   577  1.451039E-01 -1.256637E+00  0.000000E+00 -9.582647E-01 -9.582647E-01  9.582647E-01  9.582647E-01
   578  2.176559E-01 -1.298525E+00  0.000000E+00 -9.474397E-01 -9.474397E-01  9.474397E-01  9.474397E-01
   579  2.902079E-01 -1.340413E+00  0.000000E+00 -9.378119E-01 -9.378119E-01  9.378119E-01  9.378119E-01
   580  3.627599E-01 -1.382301E+00  0.000000E+00 -9.296248E-01 -9.296248E-01  9.296248E-01  9.296248E-01
   581  4.353118E-01 -1.424189E+00  0.000000E+00 -9.230744E-01 -9.230744E-01  9.230744E-01  9.230744E-01
   582  5.078638E-01 -1.466077E+00  0.000000E+00 -9.183000E-01 -9.183000E-01  9.183000E-01  9.183000E-01
   583  5.804158E-01 -1.507964E+00  0.000000E+00 -9.153778E-01 -9.153778E-01  9.153778E-01  9.153778E-01
   584  6.529678E-01 -1.549852E+00  0.000000E+00 -9.143186E-01 -9.143186E-01  9.143186E-01  9.143186E-01
   585  7.255197E-01 -1.591740E+00  0.000000E+00 -9.150701E-01 -9.150701E-01  9.150701E-01  9.150701E-01
   586  7.980717E-01 -1.633628E+00  0.000000E+00 -9.175233E-01 -9.175233E-01  9.175233E-01  9.175233E-01
   587  8.706237E-01 -1.675516E+00  0.000000E+00 -9.215219E-01 -9.215219E-01  9.215219E-01  9.215219E-01
   588  9.431757E-01 -1.717404E+00  0.000000E+00 -9.268749E-01 -9.268749E-01  9.268749E-01  9.268749E-01
   589  1.015728E+00 -1.759292E+00  0.000000E+00 -9.333693E-01 -9.333693E-01  9.333693E-01  9.333693E-01
   590  1.088280E+00 -1.801180E+00  0.000000E+00 -9.407831E-01 -9.407831E-01  9.407831E-01  9.407831E-01
   591  1.160832E+00 -1.843068E+00  0.000000E+00 -9.488976E-01 -9.488976E-01  9.488976E-01  9.488976E-01
   592  1.233384E+00 -1.884956E+00  0.000000E+00 -9.575066E-01 -9.575066E-01  9.575066E-01  9.575066E-01
   593  1.305936E+00 -1.926843E+00  0.000000E+00 -9.664248E-01 -9.664248E-01  9.664248E-01  9.664248E-01
   594 -2.249111E+00  1.256637E-01  0.000000E+00 -9.754919E-01 -9.754919E-01  9.754919E-01  9.754919E-01
   595 -2.176559E+00  8.377580E-02  0.000000E+00 -9.845757E-01 -9.845757E-01  9.845757E-01  9.845757E-01
   596 -2.104007E+00  4.188790E-02  0.000000E+00 -9.935719E-01 -9.935719E-01  9.935719E-01  9.935719E-01
   597 -2.031455E+00 -4.440892E-16  0.000000E+00 -1.002402E+00 -1.002402E+00  1.002402E+00  1.002402E+00
   598 -1.958903E+00 -4.188790E-02  0.000000E+00 -1.011009E+00 -1.011009E+00  1.011009E+00  1.011009E+00
   599 -1.886351E+00 -8.377580E-02  0.000000E+00 -1.019355E+00 -1.019355E+00  1.019355E+00  1.019355E+00
   600 -1.813799E+00 -4.188790E-02  0.000000E+00 -1.028286E+00 -1.028286E+00  1.028286E+00  1.028286E+00
   601 -1.741247E+00 -8.377580E-02  0.000000E+00 -1.036641E+00 -1.036641E+00  1.036641E+00  1.036641E+00
   602 -1.668695E+00 -1.256637E-01  0.000000E+00 -1.044753E+00 -1.044753E+00  1.044753E+00  1.044753E+00
   603 -1.596143E+00 -1.675516E-01  0.000000E+00 -1.052578E+00 -1.052578E+00  1.052578E+00  1.052578E+00
   604 -1.523591E+00 -2.094395E-01  0.000000E+00 -1.060066E+00 -1.060066E+00  1.060066E+00  1.060066E+00
   605 -1.451039E+00 -2.513274E-01  0.000000E+00 -1.067156E+00 -1.067156E+00  1.067156E+00  1.067156E+00
   606 -1.378488E+00 -2.932153E-01  0.000000E+00 -1.073778E+00 -1.073778E+00  1.073778E+00  1.073778E+00
   607 -1.305936E+00 -3.351032E-01  0.000000E+00 -1.079847E+00 -1.079847E+00  1.079847E+00  1.079847E+00
   608 -1.233384E+00 -3.769911E-01  0.000000E+00 -1.085266E+00 -1.085266E+00  1.085266E+00  1.085266E+00
   609 -1.160832E+00 -4.188790E-01  0.000000E+00 -1.089929E+00 -1.089929E+00  1.089929E+00  1.089929E+00
   610 -1.088280E+00 -4.607669E-01  0.000000E+00 -1.093726E+00 -1.093726E+00  1.093726E+00  1.093726E+00
   611 -1.015728E+00 -5.026548E-01  0.000000E+00 -1.096542E+00 -1.096542E+00  1.096542E+00  1.096542E+00
   612 -9.431757E-01 -5.445427E-01  0.000000E+00 -1.098265E+00 -1.098265E+00  1.098265E+00  1.098265E+00
   613 -8.706237E-01 -5.864306E-01  0.000000E+00 -1.098793E+00 -1.098793E+00  1.098793E+00  1.098793E+00
   614 -7.980717E-01 -6.283185E-01  0.000000E+00 -1.098038E+00 -1.098038E+00  1.098038E+00  1.098038E+00
   615 -7.255197E-01 -6.702064E-01  0.000000E+00 -1.095930E+00 -1.095930E+00  1.095930E+00  1.095930E+00
   616 -6.529678E-01 -7.120943E-01  0.000000E+00 -1.092425E+00 -1.092425E+00  1.092425E+00  1.092425E+00
   617 -5.804158E-01 -7.539822E-01  0.000000E+00 -1.087509E+00 -1.087509E+00  1.087509E+00  1.087509E+00
   618 -5.078638E-01 -7.958701E-01  0.000000E+00 -1.081199E+00 -1.081199E+00  1.081199E+00  1.081199E+00
   619 -4.353118E-01 -8.377580E-01  0.000000E+00 -1.073552E+00 -1.073552E+00  1.073552E+00  1.073552E+00
   620 -3.627599E-01 -8.796459E-01  0.000000E+00 -1.064660E+00 -1.064660E+00  1.064660E+00  1.064660E+00
   621 -2.902079E-01 -9.215338E-01  0.000000E+00 -1.054655E+00 -1.054655E+00  1.054655E+00  1.054655E+00
   622 -2.176559E-01 -9.634217E-01  0.000000E+00 -1.043708E+00 -1.043708E+00  1.043708E+00  1.043708E+00
   623 -1.451039E-01 -1.005310E+00  0.000000E+00 -1.032023E+00 -1.032023E+00  1.032023E+00  1.032023E+00
   624 -7.255197E-02 -1.047198E+00  0.000000E+00 -1.019837E+00 -1.019837E+00  1.019837E+00  1.019837E+00
   625  0.000000E+00 -1.089085E+00  0.000000E+00 -1.007414E+00 -1.007414E+00  1.007414E+00  1.007414E+00
   626  7.255197E-02 -1.130973E+00  0.000000E+00 -9.950349E-01 -9.950349E-01  9.950349E-01  9.950349E-01
   627  1.451039E-01 -1.172861E+00  0.000000E+00 -9.829898E-01 -9.829898E-01  9.829898E-01  9.829898E-01
   628  2.176559E-01 -1.214749E+00  0.000000E+00 -9.715689E-01 -9.715689E-01  9.715689E-01  9.715689E-01
   629  2.902079E-01 -1.256637E+00  0.000000E+00 -9.610501E-01 -9.610501E-01  9.610501E-01  9.610501E-01
   630  3.627599E-01 -1.298525E+00  0.000000E+00 -9.516876E-01 -9.516876E-01  9.516876E-01  9.516876E-01
   631  4.353118E-01 -1.340413E+00  0.000000E+00 -9.437006E-01 -9.437006E-01  9.437006E-01  9.437006E-01
   632  5.078638E-01 -1.382301E+00  0.000000E+00 -9.372637E-01 -9.372637E-01  9.372637E-01  9.372637E-01
   633  5.804158E-01 -1.424189E+00  0.000000E+00 -9.324993E-01 -9.324993E-01  9.324993E-01  9.324993E-01
   634  6.529678E-01 -1.466077E+00  0.000000E+00 -9.294729E-01 -9.294729E-01  9.294729E-01  9.294729E-01
   635  7.255197E-01 -1.507964E+00  0.000000E+00 -9.281923E-01 -9.281923E-01  9.281923E-01  9.281923E-01
   636  7.980717E-01 -1.549852E+00  0.000000E+00 -9.286099E-01 -9.286099E-01  9.286099E-01  9.286099E-01
   637  8.706237E-01 -1.591740E+00  0.000000E+00 -9.306291E-01 -9.306291E-01  9.306291E-01  9.306291E-01
   638  9.431757E-01 -1.633628E+00  0.000000E+00 -9.341131E-01 -9.341131E-01  9.341131E-01  9.341131E-01
   639  1.015728E+00 -1.675516E+00  0.000000E+00 -9.388948E-01 -9.388948E-01  9.388948E-01  9.388948E-01
   640  1.088280E+00 -1.717404E+00  0.000000E+00 -9.447891E-01 -9.447891E-01  9.447891E-01  9.447891E-01
   641  1.160832E+00 -1.759292E+00  0.000000E+00 -9.516031E-01 -9.516031E-01  9.516031E-01  9.516031E-01
   642  1.233384E+00 -1.801180E+00  0.000000E+00 -9.591467E-01 -9.591467E-01  9.591467E-01  9.591467E-01
   643  1.305936E+00 -1.843068E+00  0.000000E+00 -9.672402E-01 -9.672402E-01  9.672402E-01  9.672402E-01
   644 -2.249111E+00  2.094395E-01  0.000000E+00 -9.757211E-01 -9.757211E-01  9.757211E-01  9.757211E-01
   645 -2.176559E+00  1.675516E-01  0.000000E+00 -9.844473E-01 -9.844473E-01  9.844473E-01  9.844473E-01
   646 -2.104007E+00  1.256637E-01  0.000000E+00 -9.932992E-01 -9.932992E-01  9.932992E-01  9.932992E-01
   647 -2.031455E+00  8.377580E-02  0.000000E+00 -1.002179E+00 -1.002179E+00  1.002179E+00  1.002179E+00
   648 -1.958903E+00  4.188790E-02  0.000000E+00 -1.011009E+00 -1.011009E+00  1.011009E+00  1.011009E+00
   649 -1.886351E+00  0.000000E+00  0.000000E+00 -1.019728E+00 -1.019728E+00  1.019728E+00  1.019728E+00
   650 -1.813799E+00  4.188790E-02  0.000000E+00 -1.028286E+00 -1.028286E+00  1.028286E+00  1.028286E+00
   651 -1.741247E+00  0.000000E+00  0.000000E+00 -1.037144E+00 -1.037144E+00  1.037144E+00  1.037144E+00
   652 -1.668695E+00 -4.188790E-02  0.000000E+00 -1.045869E+00 -1.045869E+00  1.045869E+00  1.045869E+00
   653 -1.596143E+00 -8.377580E-02  0.000000E+00 -1.054399E+00 -1.054399E+00  1.054399E+00  1.054399E+00
   654 -1.523591E+00 -1.256637E-01  0.000000E+00 -1.062671E+00 -1.062671E+00  1.062671E+00  1.062671E+00
   655 -1.451039E+00 -1.675516E-01  0.000000E+00 -1.070611E+00 -1.070611E+00  1.070611E+00  1.070611E+00
   656 -1.378488E+00 -2.094395E-01  0.000000E+00 -1.078139E+00 -1.078139E+00  1.078139E+00  1.078139E+00
   657 -1.305936E+00 -2.513274E-01  0.000000E+00 -1.085165E+00 -1.085165E+00  1.085165E+00  1.085165E+00
   658 -1.233384E+00 -2.932153E-01  0.000000E+00 -1.091587E+00 -1.091587E+00  1.091587E+00  1.091587E+00
   659 -1.160832E+00 -3.351032E-01  0.000000E+00 -1.097299E+00 -1.097299E+00  1.097299E+00  1.097299E+00
   660 -1.088280E+00 -3.769911E-01  0.000000E+00 -1.102186E+00 -1.102186E+00  1.102186E+00  1.102186E+00
   661 -1.015728E+00 -4.188790E-01  0.000000E+00 -1.106135E+00 -1.106135E+00  1.106135E+00  1.106135E+00
   662 -9.431757E-01 -4.607669E-01  0.000000E+00 -1.109032E+00 -1.109032E+00  1.109032E+00  1.109032E+00
   663 -8.706237E-01 -5.026548E-01  0.000000E+00 -1.110772E+00 -1.110772E+00  1.110772E+00  1.110772E+00
   664 -7.980717E-01 -5.445427E-01  0.000000E+00 -1.111261E+00 -1.111261E+00  1.111261E+00  1.111261E+00
   665 -7.255197E-01 -5.864306E-01  0.000000E+00 -1.110424E+00 -1.110424E+00  1.110424E+00  1.110424E+00
   666 -6.529678E-01 -6.283185E-01  0.000000E+00 -1.108205E+00 -1.108205E+00  1.108205E+00  1.108205E+00
   667 -5.804158E-01 -6.702064E-01  0.000000E+00 -1.104575E+00 -1.104575E+00  1.104575E+00  1.104575E+00
   668 -5.078638E-01 -7.120943E-01  0.000000E+00 -1.099536E+00 -1.099536E+00  1.099536E+00  1.099536E+00
   669 -4.353118E-01 -7.539822E-01  0.000000E+00 -1.093121E+00 -1.093121E+00  1.093121E+00  1.093121E+00
   670 -3.627599E-01 -7.958701E-01  0.000000E+00 -1.085400E+00 -1.085400E+00  1.085400E+00  1.085400E+00
   671 -2.902079E-01 -8.377580E-01  0.000000E+00 -1.076475E+00 -1.076475E+00  1.076475E+00  1.076475E+00
   672 -2.176559E-01 -8.796459E-01  0.000000E+00 -1.066489E+00 -1.066489E+00  1.066489E+00  1.066489E+00
   673 -1.451039E-01 -9.215338E-01  0.000000E+00 -1.055613E+00 -1.055613E+00  1.055613E+00  1.055613E+00
   674 -7.255197E-02 -9.634217E-01  0.000000E+00 -1.044054E+00 -1.044054E+00  1.044054E+00  1.044054E+00
   675  0.000000E+00 -1.005310E+00  0.000000E+00 -1.032045E+00 -1.032045E+00  1.032045E+00  1.032045E+00
   676  7.255197E-02 -1.047198E+00  0.000000E+00 -1.019837E+00 -1.019837E+00  1.019837E+00  1.019837E+00
   677  1.451039E-01 -1.089085E+00  0.000000E+00 -1.007701E+00 -1.007701E+00  1.007701E+00  1.007701E+00
   678  2.176559E-01 -1.130973E+00  0.000000E+00 -9.959073E-01 -9.959073E-01  9.959073E-01  9.959073E-01
   679  2.902079E-01 -1.172861E+00  0.000000E+00 -9.847277E-01 -9.847277E-01  9.847277E-01  9.847277E-01
   680  3.627599E-01 -1.214749E+00  0.000000E+00 -9.744179E-01 -9.744179E-01  9.744179E-01  9.744179E-01
   681  4.353118E-01 -1.256637E+00  0.000000E+00 -9.652105E-01 -9.652105E-01  9.652105E-01  9.652105E-01
   682  5.078638E-01 -1.298525E+00  0.000000E+00 -9.573053E-01 -9.573053E-01  9.573053E-01  9.573053E-01
   683  5.804158E-01 -1.340413E+00  0.000000E+00 -9.508607E-01 -9.508607E-01  9.508607E-01  9.508607E-01
   684  6.529678E-01 -1.382301E+00  0.000000E+00 -9.459881E-01 -9.459881E-01  9.459881E-01  9.459881E-01
   685  7.255197E-01 -1.424189E+00  0.000000E+00 -9.427486E-01 -9.427486E-01  9.427486E-01  9.427486E-01
   686  7.980717E-01 -1.466077E+00  0.000000E+00 -9.411524E-01 -9.411524E-01  9.411524E-01  9.411524E-01
   687  8.706237E-01 -1.507964E+00  0.000000E+00 -9.411616E-01 -9.411616E-01  9.411616E-01  9.411616E-01
   688  9.431757E-01 -1.549852E+00  0.000000E+00 -9.426957E-01 -9.426957E-01  9.426957E-01  9.426957E-01
   689  1.015728E+00 -1.591740E+00  0.000000E+00 -9.456392E-01 -9.456392E-01  9.456392E-01  9.456392E-01
   690  1.088280E+00 -1.633628E+00  0.000000E+00 -9.498506E-01 -9.498506E-01  9.498506E-01  9.498506E-01
